model_name,dataset_name,ood,train_acc,val_acc,test_acc,knn_f_l2.kld,knn_f_l2.emd,knn_f_l2.auc,knn_f_ip.kld,knn_f_ip.emd,knn_f_ip.auc,knn_l_l2.kld,knn_l_l2.emd,knn_l_l2.auc,knn_l_ip.kld,knn_l_ip.emd,knn_l_ip.auc,rcn_l2.kld,rcn_l2.emd,rcn_l2.auc,rcn_ip.kld,rcn_ip.emd,rcn_ip.auc,knn_u_l2.kld,knn_u_l2.emd,knn_u_l2.auc,knn_u_ip.kld,knn_u_ip.emd,knn_u_ip.auc,knn_v_l2.kld,knn_v_l2.emd,knn_v_l2.auc,knn_v_ip.kld,knn_v_ip.emd,knn_v_ip.auc,knn_f_fp_l2.kld,knn_f_fp_l2.emd,knn_f_fp_l2.auc,knn_f_fp_ip.kld,knn_f_fp_ip.emd,knn_f_fp_ip.auc,knn_l_fp_l2.kld,knn_l_fp_l2.emd,knn_l_fp_l2.auc,knn_l_fp_ip.kld,knn_l_fp_ip.emd,knn_l_fp_ip.auc,emb_l2.kld,emb_l2.emd,emb_l2.auc,lgt_l2.kld,lgt_l2.emd,lgt_l2.auc,emb_ip.kld,emb_ip.emd,emb_ip.auc,lgt_ip.kld,lgt_ip.emd,lgt_ip.auc
flow_ss_vcr_mse,CIFAR10,A,,,,,,,,,,,,,,,,0.09422674926964947,0.000559764685295522,0.5579654033333333,0.08565071891351926,0.0010483960270881653,0.53192343,0.04372117675290584,26.77800869140625,0.5502628133333334,0.05998883492889874,72.96074758504231,0.5326648333333334,0.05095055883691382,0.4244968728661533,0.5574516433333333,0.03888441174041117,0.05514172193209326,0.5444006333333333,,,,,,,,,,,,,,,,,,,,,,,,
flow_ss_vcr_mse,CIFAR10,B,,,,,,,,,,,,,,,,0.08353970741454812,0.0007640010792839649,0.5623020333333333,0.039747514438975395,0.001370830629269282,0.5450570866666666,0.11433992851017259,49.08285811920165,0.59366141,0.03388262045085763,39.05870929565429,0.5195798766666667,0.060349241315101144,0.8758605273644128,0.5686394533333334,0.03775992977422697,0.1355430193106334,0.5191588066666667,,,,,,,,,,,,,,,,,,,,,,,,
flow_ss_vcr_mse,CIFAR10,Full,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flow_ss_vcr_mse,MNIST,A,,,,,,,,,,,,,,,,0.20432079610597245,0.0013938426417682455,0.6656804398028447,0.30955141866453606,0.009183383744642639,0.6969554654802992,1.3997572383148553,68.45587288608856,0.8653411056559425,0.524275027924803,27.98839197872543,0.7517556649071125,0.5479982306322548,0.25726446104469664,0.7432802930276576,0.15777892035226554,0.03451853476766456,0.5740639246352935,,,,,,,,,,,,,,,,,,,,,,,,
flow_ss_vcr_mse,MNIST,B,,,,,,,,,,,,,,,,0.889776928688609,0.0024332942157538925,0.7793090760642265,0.5963934356421584,0.01737091785017346,0.7689469491177514,1.4588078803486981,90.64409424995983,0.8614983312163501,1.0705247943587084,65.2503935029047,0.8388750733405292,0.8188354623591504,0.3545468787781444,0.7684170431194182,0.1973986403613863,0.10197129782638617,0.6680675442457453,,,,,,,,,,,,,,,,,,,,,,,,
flow_ss_vcr_mse,MNIST,Full,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flow_ss_vcr_mse,QPM2_species,A,,,,,,,,,,,,,,,,0.6135780919099078,0.00019008517361402707,0.6245837092811558,0.42886052076446984,0.023158757651981575,0.5681089782425832,0.7264343073600033,8.407185005303289,0.6397667500303196,0.06829727647381101,8.783170871182476,0.5280501114744253,0.8228362085996945,0.37049749629769135,0.604218762104024,0.012775040556488376,2.917516256795305,0.5711466976607724,,,,,,,,,,,,,,,,,,,,,,,,
flow_ss_vcr_mse,QPM2_species,B,,,,,,,,,,,,,,,,0.02697960238994654,0.00011761846931138889,0.5072984477867946,0.873897589320306,0.03145012048305254,0.6127983217937016,0.34951694213166773,2.8694715812862808,0.5189434820765494,0.04147664636878664,5.862815503963847,0.5285079890786294,0.17389523125189504,0.3059326384268435,0.539799550352576,0.014431265256100275,2.265441547411743,0.5568632314914008,,,,,,,,,,,,,,,,,,,,,,,,
flow_ss_vcr_mse,QPM2_species,Full,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flow_ss_vcr_mse,QPM_species,A,,,,,,,,,,,,,,,,0.7023111363436233,0.00045336803308358904,0.6890034087685508,1.5266157077394937,0.03601732654734523,0.7564013945499517,0.20456582955392436,4.829553308161333,0.5100644832382772,0.1523049407807617,11.287279314899276,0.6086711969166492,0.15266300952826728,1.0022976951597729,0.6163856683817821,0.03826377385336131,5.589458487147575,0.6972046694281455,,,,,,,,,,,,,,,,,,,,,,,,
flow_ss_vcr_mse,QPM_species,B,,,,,,,,,,,,,,,,1.2834536411759252,0.0007320250104050556,0.7171794244316543,0.5019093837370041,0.03267517554588982,0.7335034743217923,0.7227843506148542,25.382993047300367,0.6225093559172414,0.13841095040849707,9.549702930971575,0.5474310361238018,1.6828114210593015,2.8207506351491016,0.7244411566733355,0.23976475449799556,4.430406675629915,0.6960350728504135,,,,,,,,,,,,,,,,,,,,,,,,
flow_ss_vcr_mse,QPM_species,Full,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flow_ss_vcr_mse,rbc_phase,A,,,,,,,,,,,,,,,,0.3388946336318027,0.0011116147265606271,0.648967003567182,0.08709657585883664,0.002368850285908997,0.5059343743442679,0.17338166307783484,21.915278589507864,0.5809588550045464,0.25364899159885523,29.56244364036266,0.5538924249842624,0.18102747793142593,5.8407097567575565,0.6686149192138211,0.14556662396837133,2.3435957916874393,0.5638988948730503,,,,,,,,,,,,,,,,,,,,,,,,
flow_ss_vcr_mse,rbc_phase,B,,,,,,,,,,,,,,,,0.565719087109177,0.0035180504637906487,0.7058845387144157,0.43259481744823114,0.009444309190731744,0.6264863258026159,0.7762827397741737,55.262447443259894,0.7091085542421487,0.4634534073703147,14.465890857317387,0.5272762642512415,0.42391731841596425,25.904943918994405,0.6908879485206687,0.523944613661929,8.101926107813453,0.575994963978457,,,,,,,,,,,,,,,,,,,,,,,,
flow_ss_vcr_mse,rbc_phase,Full,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
resnet50_vicreg_ce,CIFAR10,A,0.9996500015258789,0.9577999711036682,0.9485999941825867,0.3851251885977774,44.31296478509107,0.63971791,0.7315893183340724,1921.0863238962174,0.8272962266666667,0.0916036632059561,0.5583536590823288,0.5742135866666667,0.7091232645848388,687.1182208507539,0.8141828966666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
resnet50_vicreg_ce,CIFAR10,B,0.9991000294685364,0.9300000071525574,0.9246000051498413,0.25535037039336855,13.083304374647115,0.5011284466666667,0.3460584314851183,908.2986943101247,0.7267493233333333,0.21097274878447883,0.8251725194442079,0.61171199,0.25903063028287576,199.547526510938,0.6928473666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
resnet50_vicreg_ce,CIFAR10,Full,0.9999250173568726,0.8847000002861023,0.8812000155448914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
resnet50_vicreg_ce,MNIST,A,1.0,0.9971093535423279,0.9983542561531067,2.241730419428231,6.937306347120858,0.9074278198217138,1.0789882580112256,8692.287640920646,0.970770676521298,1.8783218474543533,14.541397511643243,0.9307111737360609,0.47732208197486137,50815.15433672238,0.8479308834860557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
resnet50_vicreg_ce,MNIST,B,0.9998774528503418,0.9986928105354309,0.998637855052948,2.206895770407272,9.245053486177689,0.9276704719550899,1.5923964613471777,8537.505258184516,0.8354766358505118,2.297985884587698,9.220137029313856,0.9581899283388884,2.3547328314590374,2882.9305477616863,0.7424921687520322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
resnet50_vicreg_ce,MNIST,Full,0.9997708201408386,0.9943333268165588,0.9944000244140625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
resnet50_vicreg_ce,QPM2_species,A,0.9909144639968872,0.974206805229187,0.9366580843925476,0.17630961722804844,0.49335879091206264,0.5074860832645821,0.33828515920346514,599.7759936931276,0.7164085255265816,0.12486949163803791,0.0025859883800500114,0.636223163911019,0.30369054531676626,271.77344066022357,0.663236126099735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
resnet50_vicreg_ce,QPM2_species,B,0.8908283114433289,0.8331443667411804,0.6110275387763977,0.11486849010290306,1.0469679981967623,0.5132546401651366,0.0637336397859627,63.32921865300588,0.5429604967798178,0.02048539874912442,0.00013226262922153787,0.5192139946074634,0.059156325627038375,3.2483108909961684,0.5520419077493903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
resnet50_vicreg_ce,QPM2_species,Full,0.9139721989631653,0.8005882501602173,0.5441387295722961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
resnet50_vicreg_ce,QPM_species,A,0.8517147302627563,0.786201000213623,0.7688980102539062,0.7109848357457784,10.088856118800438,0.6435715909826112,0.12546251546972795,59.83497931766159,0.591750334531488,0.03633712239169895,0.1438553159572542,0.6461080756772124,0.3431682753644202,20.879925179575146,0.6222175642872785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
resnet50_vicreg_ce,QPM_species,B,0.9861220121383667,0.9935471415519714,0.9836065769195557,0.3585201400162167,3.3150480084921004,0.6635062791917993,0.6758624260491296,380.81122661331744,0.5475266346007893,0.43589199617545415,0.0025341902840631558,0.7271929930972358,1.0217165640503134,65.75269541907072,0.8610669034981636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
resnet50_vicreg_ce,QPM_species,Full,0.848158061504364,0.7846052646636963,0.7607825994491577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
resnet50_vicreg_ce,rbc_phase,Full,0.9907451272010803,0.8754398226737976,0.8712174296379089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
resnet_ce_mse,CIFAR10,A,1.0,0.9179999828338623,0.9128000140190125,0.08536988266112004,2.487211983712513,0.5913577,0.5868958965424541,146.14385008392333,0.75425168,0.10769264853489549,1.357944478611151,0.57173687,0.5306329229629971,249.815718724823,0.7647392933333333,0.11886971279142941,0.00017883749740334063,0.5510828066666666,0.06554056200828676,0.0002769944787025452,0.51647343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
resnet_ce_mse,CIFAR10,B,1.0,0.8546000123023987,0.840399980545044,0.05434565971617362,1.519409934902192,0.56744761,0.05667645487735035,39.72476192982992,0.54583344,0.024858808175227495,0.6378203977147743,0.5296222966666667,0.08624054860807451,118.99172322794598,0.6024224300000001,0.07624091439118336,0.0003100194728244483,0.57649931,0.04724603284440976,0.00042896557251612344,0.5427396533333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
resnet_ce_mse,CIFAR10,Full,1.0,0.8147000074386597,0.8048999905586243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
resnet_ce_mse,MNIST,A,1.0,0.9962591528892517,0.9975313544273376,4.5714110849424765,16.5215519902868,0.9789716422405471,2.5510940443360806,119.06854389326514,0.9028265075090021,3.98702984762915,19.268845634685093,0.9775976109540482,3.6648640879457117,181.4547718115045,0.9670134999955529,0.2664714729536379,0.0007017462489719811,0.6845416989970544,0.43080590409666886,0.004692764804608989,0.7298427730677779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
resnet_ce_mse,MNIST,B,0.9997957348823547,0.9983659982681274,0.9980540871620178,5.33995130251141,14.631266896697026,0.9839888172854189,1.1514595148363296,100.20625072401224,0.7642993765015056,4.933459248574444,18.07943303098665,0.9828491871684377,1.623821813672961,174.16220800025593,0.8521037072208878,0.8579376765017204,0.0013935807545767212,0.7313965044774388,0.6704169229401414,0.010302289826039986,0.7897920375930569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
resnet_ce_mse,MNIST,Full,1.0,0.9951666593551636,0.9944000244140625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
resnet_ce_mse,QPM2_species,A,0.9851846694946289,0.9721068143844604,0.9245008230209351,1.32276515379356,0.23265236535668327,0.7061687620174262,0.26132813988846887,20.547702768396327,0.6117116431323022,0.17778735144031876,0.006071212835112434,0.658020046233761,0.3543840204766556,14.26300110708623,0.6114174552329267,0.6823465922438127,1.5133790389660353e-05,0.5828422094533796,0.323544274033459,0.005230995107043879,0.6119729050055582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
resnet_ce_mse,QPM2_species,B,0.8852319717407227,0.8250243663787842,0.6315205097198486,0.11281749493793522,0.10799005193139558,0.5752390801901446,1.1734841121823987,9.837143367132006,0.5978694786002976,0.08474087810222553,0.00035321300616466183,0.6155776046805636,0.15665804997755572,2.535951164836151,0.5206635015529295,0.43668472112130974,1.096290906827292e-05,0.5658840215805516,1.090596675361697,0.005875449763594765,0.6236947339586674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
resnet_ce_mse,QPM2_species,Full,0.9185686111450195,0.7749181389808655,0.5416718125343323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
resnet_ce_mse,QPM_species,A,0.8549221158027649,0.7661284804344177,0.7463570237159729,0.17601633058131982,0.429384422217087,0.6295161750873421,0.3170281131908955,13.526613885370542,0.6930820470745369,0.021468765342132778,0.009981246284484114,0.5534049251713249,0.06359459029026165,5.810102543856385,0.5463794820376342,0.117088875544614,3.258885264448346e-05,0.6312245932588562,2.1050240099469466,0.007283013700787487,0.7398255712230135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
resnet_ce_mse,QPM_species,B,0.983892023563385,0.9922186136245728,0.9808743000030518,3.5426735594754857,1.3487461149946576,0.7805181151677915,1.1185410299926504,180.5770610551365,0.7179394882150358,2.11702220912622,0.004025248951509825,0.8188660809488438,0.46944780064342956,9.474154711696738,0.5938445000908259,2.6902368192387156,0.0002468664265933539,0.7359202252045448,0.09573414902444455,0.002117774681695389,0.5734422007039626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
resnet_ce_mse,QPM_species,Full,0.8391553163528442,0.7082286477088928,0.6925253868103027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
resnet_ce_mse,rbc_phase,Full,0.7781205773353577,0.7797325849533081,0.7579169869422913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
resnet_edl_mse,CIFAR10,A,0.9972500205039978,0.907800018787384,0.9031999707221985,0.3321179291421276,5.79969538509051,0.6906461666666667,0.5085218747199702,653.114686654663,0.7713495533333333,0.40738717122270407,27.431224085251493,0.67168622,0.48063072609503377,5895.615787532552,0.76646205,0.06475721389998391,0.00024939603607829946,0.5566530333333333,0.06173389491844559,0.00036477577487627666,0.52283377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
resnet_edl_mse,CIFAR10,B,0.9947500228881836,0.8425999879837036,0.8263999819755554,0.09694426760091536,2.7013433424949653,0.59627177,0.08752130949917913,256.05792798461914,0.6078552366666667,0.09865895422502854,14.940741341455773,0.5987129166666666,0.0863984704863145,2558.3420333007816,0.6086628366666667,0.06980581779330554,0.0003372256943645576,0.5686188333333334,0.02967807172309194,0.0004902391811211904,0.5408510566666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
resnet_edl_mse,CIFAR10,Full,0.8744000196456909,0.7091000080108643,0.6995999813079834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
resnet_edl_mse,MNIST,A,0.7951791882514954,0.7961230874061584,0.7977782487869263,1.2775923608944189,10.420256124865613,0.8690782082454714,1.379693979796662,657.4545182767288,0.6575150395490221,0.3658098281999833,50.06042607982873,0.8605612492954046,1.6655740918364703,6341.900945323005,0.6787183721448143,0.1582570485941802,0.00048029408113547695,0.6299565733462742,0.3113732169059709,0.0031514488342736504,0.674668868563125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
resnet_edl_mse,MNIST,B,0.7768017649650574,0.7872549295425415,0.7775831818580627,3.6003255060874007,16.334010604839428,0.9591804340146497,3.180347800858116,536.1048547965788,0.6202798449989462,1.5281543225024434,45.467686796917505,0.9372352383116074,2.9331773253205022,2178.619189384177,0.6333512874412932,1.265257753533943,0.002096572335570826,0.825964613058023,0.9795922156693379,0.013293697458114657,0.8345427468058767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
resnet_edl_mse,MNIST,Full,0.9002291560173035,0.8941666483879089,0.8906999826431274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
resnet_edl_mse,QPM2_species,A,0.9791695475578308,0.9699155688285828,0.9012372493743896,1.3694385262366868,0.2589160660505179,0.7400383907298712,0.2798495912588667,318.2206582619443,0.6011337450029591,0.8555526353391775,0.6128326787427476,0.736494247115222,0.38239426407560834,3632.4695600657433,0.6233357589386896,0.8380510836769327,4.744651695832535e-05,0.5749457764535761,0.36417090351913356,0.011836256054091672,0.6178245678617806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
resnet_edl_mse,QPM2_species,B,0.9115130305290222,0.820542573928833,0.6161328554153442,0.04082222664389288,0.14293599937648518,0.5478892269424304,0.332948657677389,55.637202335631734,0.6107380650026673,0.020801775020269423,0.1621869296529969,0.5183279554414051,0.06590173723083126,534.1266498750634,0.5673640994230924,0.024831860219184532,4.824384601176535e-06,0.5302404013813851,0.9997447378601358,0.005758903906414156,0.6386521431195966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
resnet_edl_mse,QPM2_species,Full,0.825566828250885,0.7649575471878052,0.5571796894073486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
